H1	H2	H3	Angle
3tkcH_9	3tkcH_4	3tkcG_7	 67.470 
3tkcH_9	3tkcH_4	3tkcH_6	 77.876 
3tkcH_9	3tkcG_6	3tkcH_8	 91.345 
3tkcH_9	3tkcG_6	3tkcG_13	 71.488 
3tkcH_9	3tkcG_6	3tkcH_9	 0.000 
3tkcH_9	3tkcG_6	3tkcH_1	 131.989 
3tkcH_9	3tkcG_6	3tkcH_10	 101.892 
3tkcH_9	3tkcG_6	3tkcH_11	 96.897 
3tkcH_9	3tkcG_6	3tkcG_5	 108.529 
3tkcH_9	3tkcG_6	3tkcH_14	 76.811 
3tkcH_9	3tkcG_6	3tkcH_3	 49.790 
3tkcH_9	3tkcG_6	3tkcH_4	 96.534 
3tkcH_9	3tkcG_6	3tkcG_6	 90.000 
3tkcH_9	3tkcG_6	3tkcH_12	 39.478 
3tkcH_9	3tkcG_6	3tkcG_2	 110.800 
3tkcH_9	3tkcG_6	3tkcG_7	 90.349 
3tkcH_9	3tkcG_6	3tkcH_6	 91.070 
3tkcH_9	3tkcH_12	3tkcH_8	 50.178 
3tkcH_9	3tkcH_12	3tkcG_13	 89.087 
3tkcH_9	3tkcH_12	3tkcH_9	 0.000 
3tkcH_9	3tkcH_12	3tkcH_1	 94.666 
3tkcH_9	3tkcH_12	3tkcH_10	 88.154 
3tkcH_9	3tkcH_12	3tkcH_11	 107.152 
3tkcH_9	3tkcH_12	3tkcG_5	 126.020 
3tkcH_9	3tkcH_12	3tkcH_14	 110.417 
3tkcH_9	3tkcH_12	3tkcH_3	 64.682 
3tkcH_9	3tkcH_12	3tkcH_4	 87.538 
3tkcH_9	3tkcH_12	3tkcG_6	 51.897 
3tkcH_9	3tkcH_12	3tkcH_12	 90.000 
3tkcH_9	3tkcH_12	3tkcG_2	 68.910 
3tkcH_9	3tkcH_12	3tkcG_7	 46.589 
3tkcH_9	3tkcH_12	3tkcH_6	 99.093 
3tkcH_9	3tkcG_2	3tkcH_8	 77.830 
3tkcH_9	3tkcG_2	3tkcG_13	 70.956 
3tkcH_9	3tkcG_2	3tkcH_9	 0.000 
3tkcH_9	3tkcG_2	3tkcH_1	 65.700 
3tkcH_9	3tkcG_2	3tkcH_10	 43.770 
3tkcH_9	3tkcG_2	3tkcH_11	 48.593 
3tkcH_9	3tkcG_2	3tkcG_5	 69.941 
3tkcH_9	3tkcG_2	3tkcH_14	 60.187 
3tkcH_9	3tkcG_2	3tkcH_3	 53.356 
3tkcH_9	3tkcG_2	3tkcH_4	 50.945 
3tkcH_9	3tkcG_2	3tkcG_6	 27.828 
3tkcH_9	3tkcG_2	3tkcH_12	 22.113 
3tkcH_9	3tkcG_2	3tkcG_2	 90.000 
3tkcH_9	3tkcG_2	3tkcG_7	 56.667 
3tkcH_9	3tkcG_2	3tkcH_6	 50.847 
3tkcH_9	3tkcG_7	3tkcH_8	 144.746 
3tkcH_9	3tkcG_7	3tkcG_13	 73.993 
3tkcH_9	3tkcG_7	3tkcH_9	 0.000 
3tkcH_9	3tkcG_7	3tkcH_1	 60.074 
3tkcH_9	3tkcG_7	3tkcH_10	 42.274 
3tkcH_9	3tkcG_7	3tkcH_11	 41.427 
3tkcH_9	3tkcG_7	3tkcG_5	 58.542 
3tkcH_9	3tkcG_7	3tkcH_14	 58.626 
3tkcH_9	3tkcG_7	3tkcH_3	 64.015 
3tkcH_9	3tkcG_7	3tkcH_4	 60.228 
3tkcH_9	3tkcG_7	3tkcG_6	 36.273 
3tkcH_9	3tkcG_7	3tkcH_12	 20.319 
3tkcH_9	3tkcG_7	3tkcG_2	 98.164 
3tkcH_9	3tkcG_7	3tkcG_7	 90.000 
3tkcH_9	3tkcG_7	3tkcH_6	 53.783 
3tkcH_9	3tkcH_6	3tkcH_8	 68.827 
3tkcH_9	3tkcH_6	3tkcG_13	 87.359 
3tkcH_9	3tkcH_6	3tkcH_9	 0.000 
3tkcH_9	3tkcH_6	3tkcH_1	 93.342 
3tkcH_9	3tkcH_6	3tkcH_10	 64.278 
3tkcH_9	3tkcH_6	3tkcH_11	 76.483 
3tkcH_9	3tkcH_6	3tkcG_5	 121.365 
3tkcH_9	3tkcH_6	3tkcH_14	 99.862 
3tkcH_9	3tkcH_6	3tkcH_3	 56.650 
3tkcH_9	3tkcH_6	3tkcH_4	 89.602 
3tkcH_9	3tkcH_6	3tkcG_6	 40.077 
3tkcH_9	3tkcH_6	3tkcH_12	 30.913 
3tkcH_9	3tkcH_6	3tkcG_2	 89.424 
3tkcH_9	3tkcH_6	3tkcG_7	 61.414 
3tkcH_9	3tkcH_6	3tkcH_6	 90.000 
3tkcH_1	3tkcH_8	3tkcH_8	 90.000 
3tkcH_1	3tkcH_8	3tkcG_13	 76.874 
3tkcH_1	3tkcH_8	3tkcH_9	 51.355 
3tkcH_1	3tkcH_8	3tkcH_1	 0.000 
3tkcH_1	3tkcH_8	3tkcH_10	 15.978 
3tkcH_1	3tkcH_8	3tkcH_11	 16.351 
3tkcH_1	3tkcH_8	3tkcG_5	 21.362 
3tkcH_1	3tkcH_8	3tkcH_14	 51.087 
3tkcH_1	3tkcH_8	3tkcH_3	 96.767 
3tkcH_1	3tkcH_8	3tkcH_4	 30.664 
3tkcH_1	3tkcH_8	3tkcG_6	 23.517 
3tkcH_1	3tkcH_8	3tkcH_12	 44.421 
3tkcH_1	3tkcH_8	3tkcG_2	 33.709 
3tkcH_1	3tkcH_8	3tkcG_7	 33.944 
3tkcH_1	3tkcH_8	3tkcH_6	 30.925 
3tkcH_1	3tkcG_13	3tkcH_8	 68.851 
3tkcH_1	3tkcG_13	3tkcG_13	 90.000 
3tkcH_1	3tkcG_13	3tkcH_9	 48.640 
3tkcH_1	3tkcG_13	3tkcH_1	 0.000 
3tkcH_1	3tkcG_13	3tkcH_10	 14.493 
3tkcH_1	3tkcG_13	3tkcH_11	 18.471 
3tkcH_1	3tkcG_13	3tkcG_5	 22.773 
3tkcH_1	3tkcG_13	3tkcH_14	 31.736 
3tkcH_1	3tkcG_13	3tkcH_3	 106.866 
3tkcH_1	3tkcG_13	3tkcH_4	 6.349 
3tkcH_1	3tkcG_13	3tkcG_6	 27.345 
3tkcH_1	3tkcG_13	3tkcH_12	 42.358 
3tkcH_1	3tkcG_13	3tkcG_2	 43.488 
3tkcH_1	3tkcG_13	3tkcG_7	 58.335 
3tkcH_1	3tkcG_13	3tkcH_6	 6.694 
3tkcH_1	3tkcH_9	3tkcH_8	 84.775 
3tkcH_1	3tkcH_9	3tkcG_13	 87.879 
3tkcH_1	3tkcH_9	3tkcH_9	 90.000 
3tkcH_1	3tkcH_9	3tkcH_1	 0.000 
3tkcH_1	3tkcH_9	3tkcH_10	 8.662 
3tkcH_1	3tkcH_9	3tkcH_11	 26.845 
3tkcH_1	3tkcH_9	3tkcG_5	 27.653 
3tkcH_1	3tkcH_9	3tkcH_14	 66.455 
3tkcH_1	3tkcH_9	3tkcH_3	 119.409 
3tkcH_1	3tkcH_9	3tkcH_4	 48.363 
3tkcH_1	3tkcH_9	3tkcG_6	 28.993 
3tkcH_1	3tkcH_9	3tkcH_12	 64.660 
3tkcH_1	3tkcH_9	3tkcG_2	 61.153 
3tkcH_1	3tkcH_9	3tkcG_7	 79.967 
3tkcH_1	3tkcH_9	3tkcH_6	 43.837 
3tkcH_1	3tkcH_1	3tkcH_8	 90.000 
3tkcH_1	3tkcH_1	3tkcG_13	 90.000 
3tkcH_1	3tkcH_1	3tkcH_9	 90.000 
3tkcH_1	3tkcH_1	3tkcH_1	 90.000 
3tkcH_1	3tkcH_1	3tkcH_10	 90.000 
3tkcH_1	3tkcH_1	3tkcH_11	 90.000 
3tkcH_1	3tkcH_1	3tkcG_5	 90.000 
3tkcH_1	3tkcH_1	3tkcH_14	 90.000 
3tkcH_1	3tkcH_1	3tkcH_3	 90.000 
3tkcH_1	3tkcH_1	3tkcH_4	 90.000 
3tkcH_1	3tkcH_1	3tkcG_6	 90.000 
3tkcH_1	3tkcH_1	3tkcH_12	 90.000 
3tkcH_1	3tkcH_1	3tkcG_2	 90.000 
3tkcH_1	3tkcH_1	3tkcG_7	 90.000 
3tkcH_1	3tkcH_1	3tkcH_6	 90.000 
3tkcH_1	3tkcH_10	3tkcH_8	 104.568 
3tkcH_1	3tkcH_10	3tkcG_13	 113.251 
3tkcH_1	3tkcH_10	3tkcH_9	 155.461 
3tkcH_1	3tkcH_10	3tkcH_1	 0.000 
3tkcH_1	3tkcH_10	3tkcH_10	 90.000 
3tkcH_1	3tkcH_10	3tkcH_11	 76.799 
3tkcH_1	3tkcH_10	3tkcG_5	 59.660 
3tkcH_1	3tkcH_10	3tkcH_14	 107.925 
3tkcH_1	3tkcH_10	3tkcH_3	 132.055 
3tkcH_1	3tkcH_10	3tkcH_4	 96.942 
3tkcH_1	3tkcH_10	3tkcG_6	 115.115 
3tkcH_1	3tkcH_10	3tkcH_12	 153.956 
3tkcH_1	3tkcH_10	3tkcG_2	 90.163 
3tkcH_1	3tkcH_10	3tkcG_7	 106.461 
3tkcH_1	3tkcH_10	3tkcH_6	 99.334 
3tkcH_1	3tkcH_11	3tkcH_8	 52.393 
3tkcH_1	3tkcH_11	3tkcG_13	 68.584 
3tkcH_1	3tkcH_11	3tkcH_9	 85.299 
3tkcH_1	3tkcH_11	3tkcH_1	 0.000 
3tkcH_1	3tkcH_11	3tkcH_10	 51.187 
3tkcH_1	3tkcH_11	3tkcH_11	 90.000 
3tkcH_1	3tkcH_11	3tkcG_5	 58.355 
3tkcH_1	3tkcH_11	3tkcH_14	 70.217 
3tkcH_1	3tkcH_11	3tkcH_3	 77.504 
3tkcH_1	3tkcH_11	3tkcH_4	 53.651 
3tkcH_1	3tkcH_11	3tkcG_6	 57.845 
3tkcH_1	3tkcH_11	3tkcH_12	 93.136 
3tkcH_1	3tkcH_11	3tkcG_2	 43.662 
3tkcH_1	3tkcH_11	3tkcG_7	 53.579 
3tkcH_1	3tkcH_11	3tkcH_6	 58.668 
3tkcH_1	3tkcG_5	3tkcH_8	 63.727 
3tkcH_1	3tkcG_5	3tkcG_13	 95.731 
3tkcH_1	3tkcG_5	3tkcH_9	 63.643 
3tkcH_1	3tkcG_5	3tkcH_1	 0.000 
3tkcH_1	3tkcG_5	3tkcH_10	 37.175 
3tkcH_1	3tkcG_5	3tkcH_11	 48.136 
3tkcH_1	3tkcG_5	3tkcG_5	 90.000 
3tkcH_1	3tkcG_5	3tkcH_14	 99.516 
3tkcH_1	3tkcG_5	3tkcH_3	 85.540 
3tkcH_1	3tkcG_5	3tkcH_4	 72.993 
3tkcH_1	3tkcG_5	3tkcG_6	 45.901 
3tkcH_1	3tkcG_5	3tkcH_12	 76.988 
3tkcH_1	3tkcG_5	3tkcG_2	 65.475 
3tkcH_1	3tkcG_5	3tkcG_7	 59.670 
3tkcH_1	3tkcG_5	3tkcH_6	 76.516 
3tkcH_1	3tkcH_14	3tkcH_8	 82.080 
3tkcH_1	3tkcH_14	3tkcG_13	 135.640 
3tkcH_1	3tkcH_14	3tkcH_9	 66.238 
3tkcH_1	3tkcH_14	3tkcH_1	 0.000 
3tkcH_1	3tkcH_14	3tkcH_10	 20.149 
3tkcH_1	3tkcH_14	3tkcH_11	 25.192 
3tkcH_1	3tkcH_14	3tkcG_5	 30.662 
3tkcH_1	3tkcH_14	3tkcH_14	 90.000 
3tkcH_1	3tkcH_14	3tkcH_3	 120.172 
3tkcH_1	3tkcH_14	3tkcH_4	 37.956 
3tkcH_1	3tkcH_14	3tkcG_6	 40.597 
3tkcH_1	3tkcH_14	3tkcH_12	 63.124 
3tkcH_1	3tkcH_14	3tkcG_2	 66.271 
3tkcH_1	3tkcH_14	3tkcG_7	 73.954 
3tkcH_1	3tkcH_14	3tkcH_6	 15.410 
3tkcH_1	3tkcH_3	3tkcH_8	 54.730 
3tkcH_1	3tkcH_3	3tkcG_13	 55.244 
3tkcH_1	3tkcH_3	3tkcH_9	 34.175 
3tkcH_1	3tkcH_3	3tkcH_1	 0.000 
3tkcH_1	3tkcH_3	3tkcH_10	 9.999 
3tkcH_1	3tkcH_3	3tkcH_11	 16.574 
3tkcH_1	3tkcH_3	3tkcG_5	 19.449 
3tkcH_1	3tkcH_3	3tkcH_14	 33.944 
3tkcH_1	3tkcH_3	3tkcH_3	 90.000 
3tkcH_1	3tkcH_3	3tkcH_4	 15.199 
3tkcH_1	3tkcH_3	3tkcG_6	 16.164 
3tkcH_1	3tkcH_3	3tkcH_12	 30.115 
3tkcH_1	3tkcH_3	3tkcG_2	 34.437 
3tkcH_1	3tkcH_3	3tkcG_7	 43.965 
3tkcH_1	3tkcH_3	3tkcH_6	 14.408 
3tkcH_1	3tkcH_4	3tkcH_8	 119.624 
3tkcH_1	3tkcH_4	3tkcG_13	 168.649 
3tkcH_1	3tkcH_4	3tkcH_9	 87.551 
3tkcH_1	3tkcH_4	3tkcH_1	 0.000 
3tkcH_1	3tkcH_4	3tkcH_10	 28.766 
3tkcH_1	3tkcH_4	3tkcH_11	 29.200 
3tkcH_1	3tkcH_4	3tkcG_5	 41.462 
3tkcH_1	3tkcH_4	3tkcH_14	 124.556 
3tkcH_1	3tkcH_4	3tkcH_3	 147.077 
3tkcH_1	3tkcH_4	3tkcH_4	 90.000 
3tkcH_1	3tkcH_4	3tkcG_6	 59.217 
3tkcH_1	3tkcH_4	3tkcH_12	 82.789 
3tkcH_1	3tkcH_4	3tkcG_2	 108.460 
3tkcH_1	3tkcH_4	3tkcG_7	 110.230 
3tkcH_1	3tkcH_4	3tkcH_6	 63.433 
3tkcH_1	3tkcG_6	3tkcH_8	 128.724 
3tkcH_1	3tkcG_6	3tkcG_13	 110.308 
3tkcH_1	3tkcG_6	3tkcH_9	 131.989 
3tkcH_1	3tkcG_6	3tkcH_1	 0.000 
3tkcH_1	3tkcG_6	3tkcH_10	 30.234 
3tkcH_1	3tkcG_6	3tkcH_11	 36.033 
3tkcH_1	3tkcG_6	3tkcG_5	 34.778 
3tkcH_1	3tkcG_6	3tkcH_14	 88.268 
3tkcH_1	3tkcG_6	3tkcH_3	 138.543 
3tkcH_1	3tkcG_6	3tkcH_4	 80.235 
3tkcH_1	3tkcG_6	3tkcG_6	 90.000 
3tkcH_1	3tkcG_6	3tkcH_12	 96.860 
3tkcH_1	3tkcG_6	3tkcG_2	 98.028 
3tkcH_1	3tkcG_6	3tkcG_7	 131.299 
3tkcH_1	3tkcG_6	3tkcH_6	 71.983 
3tkcH_1	3tkcH_12	3tkcH_8	 79.788 
3tkcH_1	3tkcH_12	3tkcG_13	 98.408 
3tkcH_1	3tkcH_12	3tkcH_9	 94.666 
3tkcH_1	3tkcH_12	3tkcH_1	 0.000 
3tkcH_1	3tkcH_12	3tkcH_10	 10.113 
3tkcH_1	3tkcH_12	3tkcH_11	 29.930 
3tkcH_1	3tkcH_12	3tkcG_5	 33.816 
3tkcH_1	3tkcH_12	3tkcH_14	 80.166 
3tkcH_1	3tkcH_12	3tkcH_3	 120.896 
3tkcH_1	3tkcH_12	3tkcH_4	 54.927 
3tkcH_1	3tkcH_12	3tkcG_6	 45.561 
3tkcH_1	3tkcH_12	3tkcH_12	 90.000 
3tkcH_1	3tkcH_12	3tkcG_2	 62.653 
3tkcH_1	3tkcH_12	3tkcG_7	 75.995 
3tkcH_1	3tkcH_12	3tkcH_6	 49.674 
3tkcH_1	3tkcG_2	3tkcH_8	 132.585 
3tkcH_1	3tkcG_2	3tkcG_13	 107.560 
3tkcH_1	3tkcG_2	3tkcH_9	 65.700 
3tkcH_1	3tkcG_2	3tkcH_1	 0.000 
3tkcH_1	3tkcG_2	3tkcH_10	 22.169 
3tkcH_1	3tkcG_2	3tkcH_11	 18.996 
3tkcH_1	3tkcG_2	3tkcG_5	 29.362 
3tkcH_1	3tkcG_2	3tkcH_14	 72.581 
3tkcH_1	3tkcG_2	3tkcH_3	 114.142 
3tkcH_1	3tkcG_2	3tkcH_4	 47.588 
3tkcH_1	3tkcG_2	3tkcG_6	 42.213 
3tkcH_1	3tkcG_2	3tkcH_12	 56.938 
3tkcH_1	3tkcG_2	3tkcG_2	 90.000 
3tkcH_1	3tkcG_2	3tkcG_7	 108.081 
3tkcH_1	3tkcG_2	3tkcH_6	 45.413 
3tkcH_1	3tkcG_7	3tkcH_8	 141.200 
3tkcH_1	3tkcG_7	3tkcG_13	 85.832 
3tkcH_1	3tkcG_7	3tkcH_9	 60.074 
3tkcH_1	3tkcG_7	3tkcH_1	 0.000 
3tkcH_1	3tkcG_7	3tkcH_10	 17.824 
3tkcH_1	3tkcG_7	3tkcH_11	 18.717 
3tkcH_1	3tkcG_7	3tkcG_5	 23.171 
3tkcH_1	3tkcG_7	3tkcH_14	 57.913 
3tkcH_1	3tkcG_7	3tkcH_3	 108.640 
3tkcH_1	3tkcG_7	3tkcH_4	 38.153 
3tkcH_1	3tkcG_7	3tkcG_6	 25.543 
3tkcH_1	3tkcG_7	3tkcH_12	 50.748 
3tkcH_1	3tkcG_7	3tkcG_2	 53.522 
3tkcH_1	3tkcG_7	3tkcG_7	 90.000 
3tkcH_1	3tkcG_7	3tkcH_6	 36.620 
3tkcH_1	3tkcH_6	3tkcH_8	 109.185 
3tkcH_1	3tkcH_6	3tkcG_13	 167.073 
3tkcH_1	3tkcH_6	3tkcH_9	 93.342 
3tkcH_1	3tkcH_6	3tkcH_1	 0.000 
3tkcH_1	3tkcH_6	3tkcH_10	 31.049 
3tkcH_1	3tkcH_6	3tkcH_11	 33.907 
3tkcH_1	3tkcH_6	3tkcG_5	 46.550 
3tkcH_1	3tkcH_6	3tkcH_14	 157.441 
3tkcH_1	3tkcH_6	3tkcH_3	 146.207 
3tkcH_1	3tkcH_6	3tkcH_4	 105.344 
3tkcH_1	3tkcH_6	3tkcG_6	 63.359 
3tkcH_1	3tkcH_6	3tkcH_12	 94.850 
3tkcH_1	3tkcH_6	3tkcG_2	 99.412 
3tkcH_1	3tkcH_6	3tkcG_7	 102.343 
3tkcH_1	3tkcH_6	3tkcH_6	 90.000 
3tkcH_10	3tkcH_8	3tkcH_8	 90.000 
3tkcH_10	3tkcH_8	3tkcG_13	 71.062 
3tkcH_10	3tkcH_8	3tkcH_9	 35.426 
3tkcH_10	3tkcH_8	3tkcH_1	 15.978 
3tkcH_10	3tkcH_8	3tkcH_10	 0.000 
3tkcH_10	3tkcH_8	3tkcH_11	 1.409 
3tkcH_10	3tkcH_8	3tkcG_5	 23.892 
3tkcH_10	3tkcH_8	3tkcH_14	 45.926 
3tkcH_10	3tkcH_8	3tkcH_3	 83.445 
3tkcH_10	3tkcH_8	3tkcH_4	 29.106 
3tkcH_10	3tkcH_8	3tkcG_6	 10.383 
3tkcH_10	3tkcH_8	3tkcH_12	 29.604 
3tkcH_10	3tkcH_8	3tkcG_2	 44.394 
3tkcH_10	3tkcH_8	3tkcG_7	 23.441 
3tkcH_10	3tkcH_8	3tkcH_6	 27.030 
3tkcH_10	3tkcG_13	3tkcH_8	 69.477 
3tkcH_10	3tkcG_13	3tkcG_13	 90.000 
3tkcH_10	3tkcG_13	3tkcH_9	 35.068 
3tkcH_10	3tkcG_13	3tkcH_1	 14.493 
3tkcH_10	3tkcG_13	3tkcH_10	 0.000 
3tkcH_10	3tkcG_13	3tkcH_11	 10.500 
3tkcH_10	3tkcG_13	3tkcG_5	 29.707 
3tkcH_10	3tkcG_13	3tkcH_14	 33.054 
3tkcH_10	3tkcG_13	3tkcH_3	 94.459 
3tkcH_10	3tkcG_13	3tkcH_4	 17.871 
3tkcH_10	3tkcG_13	3tkcG_6	 19.967 
3tkcH_10	3tkcG_13	3tkcH_12	 28.385 
3tkcH_10	3tkcG_13	3tkcG_2	 50.773 
3tkcH_10	3tkcG_13	3tkcG_7	 57.378 
3tkcH_10	3tkcG_13	3tkcH_6	 12.848 
3tkcH_10	3tkcH_9	3tkcH_8	 93.238 
3tkcH_10	3tkcH_9	3tkcG_13	 91.834 
3tkcH_10	3tkcH_9	3tkcH_9	 90.000 
3tkcH_10	3tkcH_9	3tkcH_1	 8.662 
3tkcH_10	3tkcH_9	3tkcH_10	 0.000 
3tkcH_10	3tkcH_9	3tkcH_11	 18.207 
3tkcH_10	3tkcH_9	3tkcG_5	 25.772 
3tkcH_10	3tkcH_9	3tkcH_14	 68.252 
3tkcH_10	3tkcH_9	3tkcH_3	 124.329 
3tkcH_10	3tkcH_9	3tkcH_4	 53.600 
3tkcH_10	3tkcH_9	3tkcG_6	 37.468 
3tkcH_10	3tkcH_9	3tkcH_12	 59.333 
3tkcH_10	3tkcH_9	3tkcG_2	 69.004 
3tkcH_10	3tkcH_9	3tkcG_7	 88.546 
3tkcH_10	3tkcH_9	3tkcH_6	 47.096 
3tkcH_10	3tkcH_1	3tkcH_8	 59.454 
3tkcH_10	3tkcH_1	3tkcG_13	 52.256 
3tkcH_10	3tkcH_1	3tkcH_9	 15.877 
3tkcH_10	3tkcH_1	3tkcH_1	 90.000 
3tkcH_10	3tkcH_1	3tkcH_10	 0.000 
3tkcH_10	3tkcH_1	3tkcH_11	 52.014 
3tkcH_10	3tkcH_1	3tkcG_5	 83.165 
3tkcH_10	3tkcH_1	3tkcH_14	 51.926 
3tkcH_10	3tkcH_1	3tkcH_3	 37.946 
3tkcH_10	3tkcH_1	3tkcH_4	 54.292 
3tkcH_10	3tkcH_1	3tkcG_6	 34.651 
3tkcH_10	3tkcH_1	3tkcH_12	 15.931 
3tkcH_10	3tkcH_1	3tkcG_2	 67.668 
3tkcH_10	3tkcH_1	3tkcG_7	 55.716 
3tkcH_10	3tkcH_1	3tkcH_6	 49.616 
3tkcH_10	3tkcH_10	3tkcH_8	 90.000 
3tkcH_10	3tkcH_10	3tkcG_13	 90.000 
3tkcH_10	3tkcH_10	3tkcH_9	 90.000 
3tkcH_10	3tkcH_10	3tkcH_1	 90.000 
3tkcH_10	3tkcH_10	3tkcH_10	 90.000 
3tkcH_10	3tkcH_10	3tkcH_11	 90.000 
3tkcH_10	3tkcH_10	3tkcG_5	 90.000 
3tkcH_10	3tkcH_10	3tkcH_14	 90.000 
3tkcH_10	3tkcH_10	3tkcH_3	 90.000 
3tkcH_10	3tkcH_10	3tkcH_4	 90.000 
3tkcH_10	3tkcH_10	3tkcG_6	 90.000 
3tkcH_10	3tkcH_10	3tkcH_12	 90.000 
3tkcH_10	3tkcH_10	3tkcG_2	 90.000 
3tkcH_10	3tkcH_10	3tkcG_7	 90.000 
3tkcH_10	3tkcH_10	3tkcH_6	 90.000 
3tkcH_10	3tkcH_11	3tkcH_8	 4.361 
3tkcH_10	3tkcH_11	3tkcG_13	 34.701 
3tkcH_10	3tkcH_11	3tkcH_9	 34.130 
3tkcH_10	3tkcH_11	3tkcH_1	 51.187 
3tkcH_10	3tkcH_11	3tkcH_10	 0.000 
3tkcH_10	3tkcH_11	3tkcH_11	 90.000 
3tkcH_10	3tkcH_11	3tkcG_5	 73.742 
3tkcH_10	3tkcH_11	3tkcH_14	 42.763 
3tkcH_10	3tkcH_11	3tkcH_3	 31.090 
3tkcH_10	3tkcH_11	3tkcH_4	 25.665 
3tkcH_10	3tkcH_11	3tkcG_6	 8.597 
3tkcH_10	3tkcH_11	3tkcH_12	 45.344 
3tkcH_10	3tkcH_11	3tkcG_2	 15.717 
3tkcH_10	3tkcH_11	3tkcG_7	 2.793 
3tkcH_10	3tkcH_11	3tkcH_6	 31.764 
3tkcH_10	3tkcG_5	3tkcH_8	 50.457 
3tkcH_10	3tkcG_5	3tkcG_13	 72.356 
3tkcH_10	3tkcG_5	3tkcH_9	 28.726 
3tkcH_10	3tkcG_5	3tkcH_1	 37.175 
3tkcH_10	3tkcG_5	3tkcH_10	 0.000 
3tkcH_10	3tkcG_5	3tkcH_11	 36.226 
3tkcH_10	3tkcG_5	3tkcG_5	 90.000 
3tkcH_10	3tkcG_5	3tkcH_14	 72.998 
3tkcH_10	3tkcG_5	3tkcH_3	 57.456 
3tkcH_10	3tkcG_5	3tkcH_4	 54.922 
3tkcH_10	3tkcG_5	3tkcG_6	 21.972 
3tkcH_10	3tkcG_5	3tkcH_12	 40.311 
3tkcH_10	3tkcG_5	3tkcG_2	 57.568 
3tkcH_10	3tkcG_5	3tkcG_7	 44.892 
3tkcH_10	3tkcG_5	3tkcH_6	 53.311 
3tkcH_10	3tkcH_14	3tkcH_8	 79.591 
3tkcH_10	3tkcH_14	3tkcG_13	 131.049 
3tkcH_10	3tkcH_14	3tkcH_9	 47.582 
3tkcH_10	3tkcH_14	3tkcH_1	 20.149 
3tkcH_10	3tkcH_14	3tkcH_10	 0.000 
3tkcH_10	3tkcH_14	3tkcH_11	 17.489 
3tkcH_10	3tkcH_14	3tkcG_5	 43.440 
3tkcH_10	3tkcH_14	3tkcH_14	 90.000 
3tkcH_10	3tkcH_14	3tkcH_3	 105.620 
3tkcH_10	3tkcH_14	3tkcH_4	 42.593 
3tkcH_10	3tkcH_14	3tkcG_6	 29.289 
3tkcH_10	3tkcH_14	3tkcH_12	 43.158 
3tkcH_10	3tkcH_14	3tkcG_2	 70.950 
3tkcH_10	3tkcH_14	3tkcG_7	 69.808 
3tkcH_10	3tkcH_14	3tkcH_6	 20.166 
3tkcH_10	3tkcH_3	3tkcH_8	 61.354 
3tkcH_10	3tkcH_3	3tkcG_13	 62.808 
3tkcH_10	3tkcH_3	3tkcH_9	 25.058 
3tkcH_10	3tkcH_3	3tkcH_1	 9.999 
3tkcH_10	3tkcH_3	3tkcH_10	 0.000 
3tkcH_10	3tkcH_3	3tkcH_11	 8.481 
3tkcH_10	3tkcH_3	3tkcG_5	 23.023 
3tkcH_10	3tkcH_3	3tkcH_14	 38.421 
3tkcH_10	3tkcH_3	3tkcH_3	 90.000 
3tkcH_10	3tkcH_3	3tkcH_4	 24.545 
3tkcH_10	3tkcH_3	3tkcG_6	 14.972 
3tkcH_10	3tkcH_3	3tkcH_12	 21.356 
3tkcH_10	3tkcH_3	3tkcG_2	 43.741 
3tkcH_10	3tkcH_3	3tkcG_7	 49.418 
3tkcH_10	3tkcH_3	3tkcH_6	 21.010 
3tkcH_10	3tkcH_4	3tkcH_8	 115.590 
3tkcH_10	3tkcH_4	3tkcG_13	 144.923 
3tkcH_10	3tkcH_4	3tkcH_9	 60.050 
3tkcH_10	3tkcH_4	3tkcH_1	 28.766 
3tkcH_10	3tkcH_4	3tkcH_10	 0.000 
3tkcH_10	3tkcH_4	3tkcH_11	 15.049 
3tkcH_10	3tkcH_4	3tkcG_5	 52.839 
3tkcH_10	3tkcH_4	3tkcH_14	 113.563 
3tkcH_10	3tkcH_4	3tkcH_3	 119.319 
3tkcH_10	3tkcH_4	3tkcH_4	 90.000 
3tkcH_10	3tkcH_4	3tkcG_6	 41.792 
3tkcH_10	3tkcH_4	3tkcH_12	 55.039 
3tkcH_10	3tkcH_4	3tkcG_2	 119.342 
3tkcH_10	3tkcH_4	3tkcG_7	 103.463 
3tkcH_10	3tkcH_4	3tkcH_6	 53.315 
3tkcH_10	3tkcG_6	3tkcH_8	 150.044 
3tkcH_10	3tkcG_6	3tkcG_13	 107.143 
3tkcH_10	3tkcG_6	3tkcH_9	 101.892 
3tkcH_10	3tkcG_6	3tkcH_1	 30.234 
3tkcH_10	3tkcG_6	3tkcH_10	 0.000 
3tkcH_10	3tkcG_6	3tkcH_11	 7.696 
3tkcH_10	3tkcG_6	3tkcG_5	 32.989 
3tkcH_10	3tkcG_6	3tkcH_14	 81.932 
3tkcH_10	3tkcG_6	3tkcH_3	 125.874 
3tkcH_10	3tkcG_6	3tkcH_4	 84.784 
3tkcH_10	3tkcG_6	3tkcG_6	 90.000 
3tkcH_10	3tkcG_6	3tkcH_12	 69.926 
3tkcH_10	3tkcG_6	3tkcG_2	 117.824 
3tkcH_10	3tkcG_6	3tkcG_7	 153.741 
