H1	H2	H3	Angle
5gt4H_10	5gt4H_1	5gt4H_10	 0.000 
5gt4H_10	5gt4H_1	5gt4H_3	 30.851 
5gt4H_10	5gt4H_1	5gt4G_6	 34.456 
5gt4H_10	5gt4H_1	5gt4H_1	 90.000 
5gt4H_10	5gt4H_1	5gt4G_7	 52.037 
5gt4H_10	5gt4H_1	5gt4H_6	 43.602 
5gt4H_10	5gt4H_1	5gt4H_12	 17.057 
5gt4H_10	5gt4H_1	5gt4H_9	 12.637 
5gt4H_10	5gt4H_1	5gt4H_11	 67.425 
5gt4H_10	5gt4H_1	5gt4H_8	 28.383 
5gt4H_10	5gt4H_1	5gt4G_5	 63.816 
5gt4H_10	5gt4H_1	5gt4H_13	 46.062 
5gt4H_10	5gt4H_1	5gt4G_2	 63.147 
5gt4H_10	5gt4H_1	5gt4H_4	 51.812 
5gt4H_10	5gt4G_7	5gt4H_14	 52.750 
5gt4H_10	5gt4G_7	5gt4H_10	 0.000 
5gt4H_10	5gt4G_7	5gt4H_3	 94.111 
5gt4H_10	5gt4G_7	5gt4G_6	 11.053 
5gt4H_10	5gt4G_7	5gt4H_1	 13.050 
5gt4H_10	5gt4G_7	5gt4G_7	 90.000 
5gt4H_10	5gt4G_7	5gt4H_6	 28.223 
5gt4H_10	5gt4G_7	5gt4H_12	 33.717 
5gt4H_10	5gt4G_7	5gt4H_9	 41.818 
5gt4H_10	5gt4G_7	5gt4H_11	 0.811 
5gt4H_10	5gt4G_7	5gt4H_8	 72.954 
5gt4H_10	5gt4G_7	5gt4G_5	 22.984 
5gt4H_10	5gt4G_7	5gt4H_13	 80.890 
5gt4H_10	5gt4G_7	5gt4G_2	 67.058 
5gt4H_10	5gt4G_7	5gt4H_4	 38.077 
5gt4H_10	5gt4H_6	5gt4H_14	 140.547 
5gt4H_10	5gt4H_6	5gt4H_10	 0.000 
5gt4H_10	5gt4H_6	5gt4H_3	 109.861 
5gt4H_10	5gt4H_6	5gt4G_6	 42.345 
5gt4H_10	5gt4H_6	5gt4H_1	 23.818 
5gt4H_10	5gt4H_6	5gt4G_7	 75.215 
5gt4H_10	5gt4H_6	5gt4H_6	 90.000 
5gt4H_10	5gt4H_6	5gt4H_12	 79.660 
5gt4H_10	5gt4H_6	5gt4H_9	 63.333 
5gt4H_10	5gt4H_6	5gt4H_11	 33.036 
5gt4H_10	5gt4H_6	5gt4H_8	 86.918 
5gt4H_10	5gt4H_6	5gt4G_5	 85.720 
5gt4H_10	5gt4H_6	5gt4H_13	 126.421 
5gt4H_10	5gt4H_6	5gt4G_2	 83.336 
5gt4H_10	5gt4H_6	5gt4H_4	 88.406 
5gt4H_10	5gt4H_12	5gt4H_14	 87.024 
5gt4H_10	5gt4H_12	5gt4H_10	 0.000 
5gt4H_10	5gt4H_12	5gt4H_3	 115.768 
5gt4H_10	5gt4H_12	5gt4G_6	 40.273 
5gt4H_10	5gt4H_12	5gt4H_1	 8.143 
5gt4H_10	5gt4H_12	5gt4G_7	 69.376 
5gt4H_10	5gt4H_12	5gt4H_6	 54.218 
5gt4H_10	5gt4H_12	5gt4H_12	 90.000 
5gt4H_10	5gt4H_12	5gt4H_9	 78.452 
5gt4H_10	5gt4H_12	5gt4H_11	 29.338 
5gt4H_10	5gt4H_12	5gt4H_8	 94.982 
5gt4H_10	5gt4H_12	5gt4G_5	 58.759 
5gt4H_10	5gt4H_12	5gt4H_13	 101.321 
5gt4H_10	5gt4H_12	5gt4G_2	 62.541 
5gt4H_10	5gt4H_12	5gt4H_4	 59.388 
5gt4H_10	5gt4H_9	5gt4H_14	 67.230 
5gt4H_10	5gt4H_9	5gt4H_10	 0.000 
5gt4H_10	5gt4H_9	5gt4H_3	 122.641 
5gt4H_10	5gt4H_9	5gt4G_6	 38.263 
5gt4H_10	5gt4H_9	5gt4H_1	 5.390 
5gt4H_10	5gt4H_9	5gt4G_7	 88.360 
5gt4H_10	5gt4H_9	5gt4H_6	 40.938 
5gt4H_10	5gt4H_9	5gt4H_12	 60.593 
5gt4H_10	5gt4H_9	5gt4H_9	 90.000 
5gt4H_10	5gt4H_9	5gt4H_11	 18.460 
5gt4H_10	5gt4H_9	5gt4H_8	 118.295 
5gt4H_10	5gt4H_9	5gt4G_5	 35.508 
5gt4H_10	5gt4H_9	5gt4H_13	 91.567 
5gt4H_10	5gt4H_9	5gt4G_2	 69.713 
5gt4H_10	5gt4H_9	5gt4H_4	 53.703 
5gt4H_10	5gt4H_11	5gt4H_14	 42.631 
5gt4H_10	5gt4H_11	5gt4H_10	 0.000 
5gt4H_10	5gt4H_11	5gt4H_3	 31.362 
5gt4H_10	5gt4H_11	5gt4G_6	 9.136 
5gt4H_10	5gt4H_11	5gt4H_1	 44.583 
5gt4H_10	5gt4H_11	5gt4G_7	 2.154 
5gt4H_10	5gt4H_11	5gt4H_6	 45.050 
5gt4H_10	5gt4H_11	5gt4H_12	 50.471 
5gt4H_10	5gt4H_11	5gt4H_9	 34.097 
5gt4H_10	5gt4H_11	5gt4H_11	 90.000 
5gt4H_10	5gt4H_11	5gt4H_8	 23.764 
5gt4H_10	5gt4H_11	5gt4G_5	 79.992 
5gt4H_10	5gt4H_11	5gt4H_13	 34.131 
5gt4H_10	5gt4H_11	5gt4G_2	 15.085 
5gt4H_10	5gt4H_11	5gt4H_4	 25.442 
5gt4H_10	5gt4H_8	5gt4H_14	 56.982 
5gt4H_10	5gt4H_8	5gt4H_10	 0.000 
5gt4H_10	5gt4H_8	5gt4H_3	 135.278 
5gt4H_10	5gt4H_8	5gt4G_6	 17.936 
5gt4H_10	5gt4H_8	5gt4H_1	 7.986 
5gt4H_10	5gt4H_8	5gt4G_7	 77.333 
5gt4H_10	5gt4H_8	5gt4H_6	 29.894 
5gt4H_10	5gt4H_8	5gt4H_12	 37.083 
5gt4H_10	5gt4H_8	5gt4H_9	 36.825 
5gt4H_10	5gt4H_8	5gt4H_11	 8.913 
5gt4H_10	5gt4H_8	5gt4H_8	 90.000 
5gt4H_10	5gt4H_8	5gt4G_5	 28.427 
5gt4H_10	5gt4H_8	5gt4H_13	 90.945 
5gt4H_10	5gt4H_8	5gt4G_2	 63.861 
5gt4H_10	5gt4H_8	5gt4H_4	 39.787 
5gt4H_10	5gt4G_5	5gt4H_14	 78.169 
5gt4H_10	5gt4G_5	5gt4H_10	 0.000 
5gt4H_10	5gt4G_5	5gt4H_3	 67.376 
5gt4H_10	5gt4G_5	5gt4G_6	 21.718 
5gt4H_10	5gt4G_5	5gt4H_1	 25.223 
5gt4H_10	5gt4G_5	5gt4G_7	 40.347 
5gt4H_10	5gt4G_5	5gt4H_6	 53.966 
5gt4H_10	5gt4G_5	5gt4H_12	 57.223 
5gt4H_10	5gt4G_5	5gt4H_9	 39.968 
5gt4H_10	5gt4G_5	5gt4H_11	 37.964 
5gt4H_10	5gt4G_5	5gt4H_8	 50.662 
5gt4H_10	5gt4G_5	5gt4G_5	 90.000 
5gt4H_10	5gt4G_5	5gt4H_13	 75.917 
5gt4H_10	5gt4G_5	5gt4G_2	 48.806 
5gt4H_10	5gt4G_5	5gt4H_4	 52.358 
5gt4H_10	5gt4H_13	5gt4H_14	 34.042 
5gt4H_10	5gt4H_13	5gt4H_10	 0.000 
5gt4H_10	5gt4H_13	5gt4H_3	 95.176 
5gt4H_10	5gt4H_13	5gt4G_6	 19.875 
5gt4H_10	5gt4H_13	5gt4H_1	 10.028 
5gt4H_10	5gt4H_13	5gt4G_7	 56.474 
5gt4H_10	5gt4H_13	5gt4H_6	 19.407 
5gt4H_10	5gt4H_13	5gt4H_12	 29.407 
5gt4H_10	5gt4H_13	5gt4H_9	 34.261 
5gt4H_10	5gt4H_13	5gt4H_11	 10.281 
5gt4H_10	5gt4H_13	5gt4H_8	 55.814 
5gt4H_10	5gt4H_13	5gt4G_5	 29.597 
5gt4H_10	5gt4H_13	5gt4H_13	 90.000 
5gt4H_10	5gt4H_13	5gt4G_2	 50.937 
5gt4H_10	5gt4H_13	5gt4H_4	 18.087 
5gt4H_10	5gt4G_2	5gt4H_14	 61.446 
5gt4H_10	5gt4G_2	5gt4H_10	 0.000 
5gt4H_10	5gt4G_2	5gt4H_3	 92.413 
5gt4H_10	5gt4G_2	5gt4G_6	 23.919 
5gt4H_10	5gt4G_2	5gt4H_1	 16.108 
5gt4H_10	5gt4G_2	5gt4G_7	 90.676 
5gt4H_10	5gt4G_2	5gt4H_6	 31.835 
5gt4H_10	5gt4G_2	5gt4H_12	 34.852 
5gt4H_10	5gt4G_2	5gt4H_9	 42.793 
5gt4H_10	5gt4G_2	5gt4H_11	 6.112 
5gt4H_10	5gt4G_2	5gt4H_8	 72.785 
5gt4H_10	5gt4G_2	5gt4G_5	 29.524 
5gt4H_10	5gt4G_2	5gt4H_13	 93.038 
5gt4H_10	5gt4G_2	5gt4G_2	 90.000 
5gt4H_10	5gt4G_2	5gt4H_4	 36.706 
5gt4H_10	5gt4H_4	5gt4H_14	 113.893 
5gt4H_10	5gt4H_4	5gt4H_10	 0.000 
5gt4H_10	5gt4H_4	5gt4H_3	 119.182 
5gt4H_10	5gt4H_4	5gt4G_6	 41.785 
5gt4H_10	5gt4H_4	5gt4H_1	 20.904 
5gt4H_10	5gt4H_4	5gt4G_7	 102.173 
5gt4H_10	5gt4H_4	5gt4H_6	 50.799 
5gt4H_10	5gt4H_4	5gt4H_12	 54.006 
5gt4H_10	5gt4H_4	5gt4H_9	 58.444 
5gt4H_10	5gt4H_4	5gt4H_11	 14.865 
5gt4H_10	5gt4H_4	5gt4H_8	 96.301 
5gt4H_10	5gt4H_4	5gt4G_5	 49.198 
5gt4H_10	5gt4H_4	5gt4H_13	 144.349 
5gt4H_10	5gt4H_4	5gt4G_2	 119.248 
5gt4H_10	5gt4H_4	5gt4H_4	 90.000 
5gt4H_3	5gt4H_14	5gt4H_14	 90.000 
5gt4H_3	5gt4H_14	5gt4H_10	 105.259 
5gt4H_3	5gt4H_14	5gt4H_3	 0.000 
5gt4H_3	5gt4H_14	5gt4G_6	 79.352 
5gt4H_3	5gt4H_14	5gt4H_1	 117.235 
5gt4H_3	5gt4H_14	5gt4G_7	 54.838 
5gt4H_3	5gt4H_14	5gt4H_6	 118.415 
5gt4H_3	5gt4H_14	5gt4H_12	 80.878 
5gt4H_3	5gt4H_14	5gt4H_9	 60.638 
5gt4H_3	5gt4H_14	5gt4H_11	 117.134 
5gt4H_3	5gt4H_14	5gt4H_8	 31.833 
5gt4H_3	5gt4H_14	5gt4G_5	 134.704 
5gt4H_3	5gt4H_14	5gt4H_13	 32.165 
5gt4H_3	5gt4H_14	5gt4G_2	 73.264 
5gt4H_3	5gt4H_14	5gt4H_4	 90.447 
5gt4H_3	5gt4H_10	5gt4H_14	 36.290 
5gt4H_3	5gt4H_10	5gt4H_10	 90.000 
5gt4H_3	5gt4H_10	5gt4H_3	 0.000 
5gt4H_3	5gt4H_10	5gt4G_6	 39.551 
5gt4H_3	5gt4H_10	5gt4H_1	 142.788 
5gt4H_3	5gt4H_10	5gt4G_7	 37.087 
5gt4H_3	5gt4H_10	5gt4H_6	 49.834 
5gt4H_3	5gt4H_10	5gt4H_12	 40.471 
5gt4H_3	5gt4H_10	5gt4H_9	 32.289 
5gt4H_3	5gt4H_10	5gt4H_11	 140.132 
5gt4H_3	5gt4H_10	5gt4H_8	 13.378 
5gt4H_3	5gt4H_10	5gt4G_5	 87.791 
5gt4H_3	5gt4H_10	5gt4H_13	 21.967 
5gt4H_3	5gt4H_10	5gt4G_2	 43.628 
5gt4H_3	5gt4H_10	5gt4H_4	 36.266 
5gt4H_3	5gt4H_3	5gt4H_14	 90.000 
5gt4H_3	5gt4H_3	5gt4H_10	 90.000 
5gt4H_3	5gt4H_3	5gt4H_3	 90.000 
5gt4H_3	5gt4H_3	5gt4G_6	 90.000 
5gt4H_3	5gt4H_3	5gt4H_1	 90.000 
5gt4H_3	5gt4H_3	5gt4G_7	 90.000 
5gt4H_3	5gt4H_3	5gt4H_6	 90.000 
5gt4H_3	5gt4H_3	5gt4H_12	 90.000 
5gt4H_3	5gt4H_3	5gt4H_9	 90.000 
5gt4H_3	5gt4H_3	5gt4H_11	 90.000 
5gt4H_3	5gt4H_3	5gt4H_8	 90.000 
5gt4H_3	5gt4H_3	5gt4G_5	 90.000 
5gt4H_3	5gt4H_3	5gt4H_13	 90.000 
5gt4H_3	5gt4H_3	5gt4G_2	 90.000 
5gt4H_3	5gt4H_3	5gt4H_4	 90.000 
5gt4H_3	5gt4G_6	5gt4H_14	 50.525 
5gt4H_3	5gt4G_6	5gt4H_10	 125.390 
5gt4H_3	5gt4G_6	5gt4H_3	 0.000 
5gt4H_3	5gt4G_6	5gt4G_6	 90.000 
5gt4H_3	5gt4G_6	5gt4H_1	 139.053 
5gt4H_3	5gt4G_6	5gt4G_7	 50.566 
5gt4H_3	5gt4G_6	5gt4H_6	 76.444 
5gt4H_3	5gt4G_6	5gt4H_12	 64.766 
5gt4H_3	5gt4G_6	5gt4H_9	 52.044 
5gt4H_3	5gt4G_6	5gt4H_11	 126.327 
5gt4H_3	5gt4G_6	5gt4H_8	 12.446 
5gt4H_3	5gt4G_6	5gt4G_5	 94.300 
5gt4H_3	5gt4G_6	5gt4H_13	 28.383 
5gt4H_3	5gt4G_6	5gt4G_2	 60.887 
5gt4H_3	5gt4G_6	5gt4H_4	 60.157 
5gt4H_3	5gt4H_1	5gt4H_14	 27.551 
5gt4H_3	5gt4H_1	5gt4H_10	 30.851 
5gt4H_3	5gt4H_1	5gt4H_3	 0.000 
5gt4H_3	5gt4H_1	5gt4G_6	 25.726 
5gt4H_3	5gt4H_1	5gt4H_1	 90.000 
5gt4H_3	5gt4H_1	5gt4G_7	 29.677 
5gt4H_3	5gt4H_1	5gt4H_6	 33.226 
5gt4H_3	5gt4H_1	5gt4H_12	 32.415 
5gt4H_3	5gt4H_1	5gt4H_9	 27.065 
5gt4H_3	5gt4H_1	5gt4H_11	 93.817 
5gt4H_3	5gt4H_1	5gt4H_8	 11.275 
5gt4H_3	5gt4H_1	5gt4G_5	 66.548 
5gt4H_3	5gt4H_1	5gt4H_13	 17.988 
5gt4H_3	5gt4H_1	5gt4G_2	 33.818 
5gt4H_3	5gt4H_1	5gt4H_4	 21.815 
5gt4H_3	5gt4G_7	5gt4H_14	 56.054 
5gt4H_3	5gt4G_7	5gt4H_10	 94.111 
5gt4H_3	5gt4G_7	5gt4H_3	 0.000 
5gt4H_3	5gt4G_7	5gt4G_6	 93.769 
5gt4H_3	5gt4G_7	5gt4H_1	 105.036 
5gt4H_3	5gt4G_7	5gt4G_7	 90.000 
5gt4H_3	5gt4G_7	5gt4H_6	 72.153 
5gt4H_3	5gt4G_7	5gt4H_12	 60.848 
5gt4H_3	5gt4G_7	5gt4H_9	 64.917 
5gt4H_3	5gt4G_7	5gt4H_11	 93.353 
5gt4H_3	5gt4G_7	5gt4H_8	 29.260 
5gt4H_3	5gt4G_7	5gt4G_5	 77.254 
5gt4H_3	5gt4G_7	5gt4H_13	 35.929 
5gt4H_3	5gt4G_7	5gt4G_2	 94.924 
5gt4H_3	5gt4G_7	5gt4H_4	 75.440 
5gt4H_3	5gt4H_6	5gt4H_14	 41.613 
5gt4H_3	5gt4H_6	5gt4H_10	 109.861 
5gt4H_3	5gt4H_6	5gt4H_3	 0.000 
5gt4H_3	5gt4H_6	5gt4G_6	 69.157 
5gt4H_3	5gt4H_6	5gt4H_1	 127.315 
5gt4H_3	5gt4H_6	5gt4G_7	 45.096 
5gt4H_3	5gt4H_6	5gt4H_6	 90.000 
5gt4H_3	5gt4H_6	5gt4H_12	 62.232 
5gt4H_3	5gt4H_6	5gt4H_9	 51.211 
5gt4H_3	5gt4H_6	5gt4H_11	 136.041 
5gt4H_3	5gt4H_6	5gt4H_8	 22.963 
5gt4H_3	5gt4H_6	5gt4G_5	 152.283 
5gt4H_3	5gt4H_6	5gt4H_13	 26.366 
5gt4H_3	5gt4H_6	5gt4G_2	 55.410 
5gt4H_3	5gt4H_6	5gt4H_4	 53.892 
5gt4H_3	5gt4H_12	5gt4H_14	 57.188 
5gt4H_3	5gt4H_12	5gt4H_10	 115.768 
5gt4H_3	5gt4H_12	5gt4H_3	 0.000 
5gt4H_3	5gt4H_12	5gt4G_6	 78.621 
5gt4H_3	5gt4H_12	5gt4H_1	 118.700 
5gt4H_3	5gt4H_12	5gt4G_7	 47.105 
5gt4H_3	5gt4H_12	5gt4H_6	 94.034 
5gt4H_3	5gt4H_12	5gt4H_12	 90.000 
5gt4H_3	5gt4H_12	5gt4H_9	 61.662 
5gt4H_3	5gt4H_12	5gt4H_11	 144.699 
5gt4H_3	5gt4H_12	5gt4H_8	 25.820 
5gt4H_3	5gt4H_12	5gt4G_5	 127.909 
5gt4H_3	5gt4H_12	5gt4H_13	 30.775 
5gt4H_3	5gt4H_12	5gt4G_2	 54.784 
5gt4H_3	5gt4H_12	5gt4H_4	 64.235 
5gt4H_3	5gt4H_9	5gt4H_14	 57.443 
5gt4H_3	5gt4H_9	5gt4H_10	 122.641 
5gt4H_3	5gt4H_9	5gt4H_3	 0.000 
5gt4H_3	5gt4H_9	5gt4G_6	 103.871 
5gt4H_3	5gt4H_9	5gt4H_1	 122.237 
5gt4H_3	5gt4H_9	5gt4G_7	 59.674 
5gt4H_3	5gt4H_9	5gt4H_6	 86.681 
5gt4H_3	5gt4H_9	5gt4H_12	 90.494 
5gt4H_3	5gt4H_9	5gt4H_9	 90.000 
5gt4H_3	5gt4H_9	5gt4H_11	 132.146 
5gt4H_3	5gt4H_9	5gt4H_8	 20.749 
5gt4H_3	5gt4H_9	5gt4G_5	 101.660 
5gt4H_3	5gt4H_9	5gt4H_13	 31.192 
5gt4H_3	5gt4H_9	5gt4G_2	 63.028 
5gt4H_3	5gt4H_9	5gt4H_4	 69.542 
5gt4H_3	5gt4H_11	5gt4H_14	 26.313 
5gt4H_3	5gt4H_11	5gt4H_10	 31.362 
5gt4H_3	5gt4H_11	5gt4H_3	 0.000 
5gt4H_3	5gt4H_11	5gt4G_6	 30.725 
5gt4H_3	5gt4H_11	5gt4H_1	 72.816 
5gt4H_3	5gt4H_11	5gt4G_7	 29.342 
5gt4H_3	5gt4H_11	5gt4H_6	 27.252 
5gt4H_3	5gt4H_11	5gt4H_12	 19.764 
5gt4H_3	5gt4H_11	5gt4H_9	 22.450 
5gt4H_3	5gt4H_11	5gt4H_11	 90.000 
5gt4H_3	5gt4H_11	5gt4H_8	 11.609 
5gt4H_3	5gt4H_11	5gt4G_5	 59.405 
5gt4H_3	5gt4H_11	5gt4H_13	 17.519 
5gt4H_3	5gt4H_11	5gt4G_2	 33.975 
5gt4H_3	5gt4H_11	5gt4H_4	 27.097 
5gt4H_3	5gt4H_8	5gt4H_14	 79.765 
5gt4H_3	5gt4H_8	5gt4H_10	 135.278 
5gt4H_3	5gt4H_8	5gt4H_3	 0.000 
5gt4H_3	5gt4H_8	5gt4G_6	 149.206 
5gt4H_3	5gt4H_8	5gt4H_1	 135.473 
5gt4H_3	5gt4H_8	5gt4G_7	 116.013 
5gt4H_3	5gt4H_8	5gt4H_6	 105.416 
5gt4H_3	5gt4H_8	5gt4H_12	 107.322 
5gt4H_3	5gt4H_8	5gt4H_9	 136.885 
5gt4H_3	5gt4H_8	5gt4H_11	 131.081 
5gt4H_3	5gt4H_8	5gt4H_8	 90.000 
5gt4H_3	5gt4H_8	5gt4G_5	 107.250 
5gt4H_3	5gt4H_8	5gt4H_13	 50.016 
5gt4H_3	5gt4H_8	5gt4G_2	 104.340 
5gt4H_3	5gt4H_8	5gt4H_4	 104.486 
5gt4H_3	5gt4G_5	5gt4H_14	 23.753 
5gt4H_3	5gt4G_5	5gt4H_10	 67.376 
5gt4H_3	5gt4G_5	5gt4H_3	 0.000 
5gt4H_3	5gt4G_5	5gt4G_6	 46.013 
5gt4H_3	5gt4G_5	5gt4H_1	 88.010 
5gt4H_3	5gt4G_5	5gt4G_7	 33.005 
5gt4H_3	5gt4G_5	5gt4H_6	 20.431 
5gt4H_3	5gt4G_5	5gt4H_12	 31.687 
5gt4H_3	5gt4G_5	5gt4H_9	 35.023 
5gt4H_3	5gt4G_5	5gt4H_11	 101.660 
5gt4H_3	5gt4G_5	5gt4H_8	 16.863 
5gt4H_3	5gt4G_5	5gt4G_5	 90.000 
5gt4H_3	5gt4G_5	5gt4H_13	 18.851 
5gt4H_3	5gt4G_5	5gt4G_2	 39.409 
5gt4H_3	5gt4G_5	5gt4H_4	 33.785 
5gt4H_3	5gt4H_13	5gt4H_14	 119.597 
5gt4H_3	5gt4H_13	5gt4H_10	 95.176 
5gt4H_3	5gt4H_13	5gt4H_3	 0.000 
5gt4H_3	5gt4H_13	5gt4G_6	 81.317 
5gt4H_3	5gt4H_13	5gt4H_1	 104.164 
5gt4H_3	5gt4H_13	5gt4G_7	 70.823 
5gt4H_3	5gt4H_13	5gt4H_6	 106.122 
5gt4H_3	5gt4H_13	5gt4H_12	 79.054 
5gt4H_3	5gt4H_13	5gt4H_9	 61.010 
5gt4H_3	5gt4H_13	5gt4H_11	 99.212 
5gt4H_3	5gt4H_13	5gt4H_8	 42.127 
5gt4H_3	5gt4H_13	5gt4G_5	 111.369 
5gt4H_3	5gt4H_13	5gt4H_13	 90.000 
5gt4H_3	5gt4H_13	5gt4G_2	 98.569 
5gt4H_3	5gt4H_13	5gt4H_4	 107.401 
5gt4H_3	5gt4G_2	5gt4H_14	 58.291 
5gt4H_3	5gt4G_2	5gt4H_10	 92.413 
5gt4H_3	5gt4G_2	5gt4H_3	 0.000 
5gt4H_3	5gt4G_2	5gt4G_6	 81.171 
5gt4H_3	5gt4G_2	5gt4H_1	 108.116 
5gt4H_3	5gt4G_2	5gt4G_7	 60.719 
5gt4H_3	5gt4G_2	5gt4H_6	 75.596 
5gt4H_3	5gt4G_2	5gt4H_12	 58.499 
5gt4H_3	5gt4G_2	5gt4H_9	 54.953 
5gt4H_3	5gt4G_2	5gt4H_11	 94.668 
5gt4H_3	5gt4G_2	5gt4H_8	 27.472 
5gt4H_3	5gt4G_2	5gt4G_5	 84.369 
5gt4H_3	5gt4G_2	5gt4H_13	 32.535 
5gt4H_3	5gt4G_2	5gt4G_2	 90.000 
5gt4H_3	5gt4G_2	5gt4H_4	 74.049 
5gt4H_3	5gt4H_4	5gt4H_14	 64.887 
5gt4H_3	5gt4H_4	5gt4H_10	 119.182 
5gt4H_3	5gt4H_4	5gt4H_3	 0.000 
5gt4H_3	5gt4H_4	5gt4G_6	 90.198 
5gt4H_3	5gt4H_4	5gt4H_1	 139.695 
5gt4H_3	5gt4H_4	5gt4G_7	 59.734 
5gt4H_3	5gt4H_4	5gt4H_6	 104.335 
5gt4H_3	5gt4H_4	5gt4H_12	 73.338 
5gt4H_3	5gt4H_4	5gt4H_9	 61.314 
5gt4H_3	5gt4H_4	5gt4H_11	 124.099 
5gt4H_3	5gt4H_4	5gt4H_8	 28.028 
5gt4H_3	5gt4H_4	5gt4G_5	 117.313 
5gt4H_3	5gt4H_4	5gt4H_13	 31.939 
5gt4H_3	5gt4H_4	5gt4G_2	 78.535 
5gt4H_3	5gt4H_4	5gt4H_4	 90.000 
5gt4G_6	5gt4H_14	5gt4H_14	 90.000 
5gt4G_6	5gt4H_14	5gt4H_10	 29.266 
5gt4G_6	5gt4H_14	5gt4H_3	 79.352 
5gt4G_6	5gt4H_14	5gt4G_6	 0.000 
5gt4G_6	5gt4H_14	5gt4H_1	 38.144 
5gt4G_6	5gt4H_14	5gt4G_7	 40.480 
5gt4G_6	5gt4H_14	5gt4H_6	 49.767 
5gt4G_6	5gt4H_14	5gt4H_12	 49.791 
5gt4G_6	5gt4H_14	5gt4H_9	 30.264 
5gt4G_6	5gt4H_14	5gt4H_11	 46.187 
5gt4G_6	5gt4H_14	5gt4H_8	 47.540 
5gt4G_6	5gt4H_14	5gt4G_5	 72.584 
5gt4G_6	5gt4H_14	5gt4H_13	 99.890 
5gt4G_6	5gt4H_14	5gt4G_2	 49.560 
5gt4G_6	5gt4H_14	5gt4H_4	 28.649 
5gt4G_6	5gt4H_10	5gt4H_14	 69.328 
5gt4G_6	5gt4H_10	5gt4H_10	 90.000 
5gt4G_6	5gt4H_10	5gt4H_3	 39.551 
5gt4G_6	5gt4H_10	5gt4G_6	 0.000 
5gt4G_6	5gt4H_10	5gt4H_1	 122.990 
5gt4G_6	5gt4H_10	5gt4G_7	 15.936 
5gt4G_6	5gt4H_10	5gt4H_6	 86.407 
5gt4G_6	5gt4H_10	5gt4H_12	 74.556 
5gt4G_6	5gt4H_10	5gt4H_9	 39.644 
5gt4G_6	5gt4H_10	5gt4H_11	 162.724 
5gt4G_6	5gt4H_10	5gt4H_8	 27.651 
5gt4G_6	5gt4H_10	5gt4G_5	 126.391 
5gt4G_6	5gt4H_10	5gt4H_13	 52.520 
5gt4G_6	5gt4H_10	5gt4G_2	 38.195 
5gt4G_6	5gt4H_10	5gt4H_4	 53.882 
5gt4G_6	5gt4H_3	5gt4H_14	 50.122 
5gt4G_6	5gt4H_3	5gt4H_10	 15.058 
5gt4G_6	5gt4H_3	5gt4H_3	 90.000 
5gt4G_6	5gt4H_3	5gt4G_6	 0.000 
5gt4G_6	5gt4H_3	5gt4H_1	 15.222 
5gt4G_6	5gt4H_3	5gt4G_7	 35.665 
5gt4G_6	5gt4H_3	5gt4H_6	 34.399 
5gt4G_6	5gt4H_3	5gt4H_12	 36.613 
5gt4G_6	5gt4H_3	5gt4H_9	 24.085 
5gt4G_6	5gt4H_3	5gt4H_11	 22.949 
5gt4G_6	5gt4H_3	5gt4H_8	 18.348 
5gt4G_6	5gt4H_3	5gt4G_5	 39.687 
5gt4G_6	5gt4H_3	5gt4H_13	 70.300 
5gt4G_6	5gt4H_3	5gt4G_2	 37.942 
5gt4G_6	5gt4H_3	5gt4H_4	 29.645 
5gt4G_6	5gt4G_6	5gt4H_14	 90.000 
5gt4G_6	5gt4G_6	5gt4H_10	 90.000 
5gt4G_6	5gt4G_6	5gt4H_3	 90.000 
5gt4G_6	5gt4G_6	5gt4G_6	 90.000 
5gt4G_6	5gt4G_6	5gt4H_1	 90.000 
5gt4G_6	5gt4G_6	5gt4G_7	 90.000 
5gt4G_6	5gt4G_6	5gt4H_6	 90.000 
5gt4G_6	5gt4G_6	5gt4H_12	 90.000 
5gt4G_6	5gt4G_6	5gt4H_9	 90.000 
5gt4G_6	5gt4G_6	5gt4H_11	 90.000 
5gt4G_6	5gt4G_6	5gt4H_8	 90.000 
5gt4G_6	5gt4G_6	5gt4G_5	 90.000 
5gt4G_6	5gt4G_6	5gt4H_13	 90.000 
5gt4G_6	5gt4G_6	5gt4G_2	 90.000 
5gt4G_6	5gt4G_6	5gt4H_4	 90.000 
5gt4G_6	5gt4H_1	5gt4H_14	 52.876 
5gt4G_6	5gt4H_1	5gt4H_10	 34.456 
5gt4G_6	5gt4H_1	5gt4H_3	 25.726 
5gt4G_6	5gt4H_1	5gt4G_6	 0.000 
5gt4G_6	5gt4H_1	5gt4H_1	 90.000 
5gt4G_6	5gt4H_1	5gt4G_7	 20.517 
5gt4G_6	5gt4H_1	5gt4H_6	 58.443 
5gt4G_6	5gt4H_1	5gt4H_12	 46.913 
5gt4G_6	5gt4H_1	5gt4H_9	 22.349 
5gt4G_6	5gt4H_1	5gt4H_11	 100.828 
5gt4G_6	5gt4H_1	5gt4H_8	 14.683 
5gt4G_6	5gt4H_1	5gt4G_5	 90.049 
5gt4G_6	5gt4H_1	5gt4H_13	 41.367 
5gt4G_6	5gt4H_1	5gt4G_2	 37.658 
5gt4G_6	5gt4H_1	5gt4H_4	 41.647 
5gt4G_6	5gt4G_7	5gt4H_14	 60.176 
5gt4G_6	5gt4G_7	5gt4H_10	 11.053 
